2025-08-03 20:50:56,955 — INFO — Visiting https://www.pricepally.com/shop?page=1
2025-08-03 20:51:40,507 — INFO — Found 19 products on page 1
2025-08-03 20:51:41,081 — INFO — [\u2714] Saved Carrot - Washed — \u20a6649 - \u20a622099
2025-08-03 20:51:41,660 — INFO — [\u2714] Saved Bell Pepper (Mixed) — \u20a63399 - \u20a626499
2025-08-03 20:51:42,211 — INFO — [\u2714] Saved Potato - Sweet — \u20a6569 - \u20a63399
2025-08-03 20:51:42,767 — INFO — [\u2714] Saved Potato - Irish — \u20a6649 - \u20a6220099
2025-08-03 20:51:43,306 — INFO — [\u2714] Saved Tomato - Grade A — \u20a6649 - \u20a6110099
2025-08-03 20:51:44,074 — INFO — [\u2714] Saved Maliange Mushrooms — \u20a61859 - \u20a641899
2025-08-03 20:51:44,651 — INFO — [\u2714] Saved Addmie Chicken Seasoning (16g) — \u20a6649 - \u20a65599
2025-08-03 20:51:45,202 — INFO — [\u2714] Saved Rice - Aeroplane Basmati (5kg) — \u20a624299 - \u20a696899
2025-08-03 20:51:45,765 — INFO — [\u2714] Saved Ata Ijosi (Cayenne Pepper) — \u20a63069 - \u20a619899
2025-08-03 20:51:46,306 — INFO — [\u2714] Saved Corn - White — \u20a61359 - \u20a64499
2025-08-03 20:51:46,856 — INFO — [\u2714] Saved Lambweston Poundo Potato (1kg) — \u20a68349 - \u20a682599
2025-08-03 20:51:47,406 — INFO — [\u2714] Saved Corn - Yellow — \u20a61359 - \u20a64499
2025-08-03 20:51:47,952 — INFO — [\u2714] Saved Crayfish - Nmembe — \u20a61199 - \u20a613299
2025-08-03 20:51:48,499 — INFO — [\u2714] Saved Amaizing Day (45g) — \u20a6349 - \u20a620999
2025-08-03 20:51:49,061 — INFO — [\u2714] Saved Golden Penny Semovita (5kg) — \u20a69999
2025-08-03 20:51:49,604 — INFO — [\u2714] Saved Amaizing Day (600g) — \u20a62849 - \u20a628699
2025-08-03 20:51:50,153 — INFO — [\u2714] Saved Pepper - Sombo Grade A — \u20a61389 - \u20a6128439
2025-08-03 20:51:50,700 — INFO — [\u2714] Saved Samvita Garri Flour (1kg) — \u20a64279
2025-08-03 20:51:51,252 — INFO — [\u2714] Saved Addmie Classic Seasoning (16g) — \u20a6649 - \u20a65599
2025-08-03 20:51:51,261 — INFO — Visiting https://www.pricepally.com/shop?page=2
2025-08-03 20:51:55,389 — INFO — Found 17 products on page 2
2025-08-03 20:51:55,948 — INFO — [\u2714] Saved Addmie Crayfish Seasoning (16g) — \u20a6649 - \u20a65599
2025-08-03 20:51:56,499 — INFO — [\u2714] Saved TRS Plum Peeled Tomatoes — \u20a61859 - \u20a641899
2025-08-03 20:51:57,055 — INFO — [\u2714] Saved Golden Penny Granulated Sugar (250g) — \u20a6709 - \u20a622099
2025-08-03 20:51:57,596 — INFO — [\u2714] Saved Bournvita Refill (450g) — \u20a64169 - \u20a647399
2025-08-03 20:51:58,147 — INFO — [\u2714] Saved McVitie's Dark Cream Biscuit — \u20a61289 - \u20a64829
2025-08-03 20:51:58,687 — INFO — [\u2714] Saved Jollof Rice Mix — \u20a639652
2025-08-03 20:51:59,241 — INFO — [\u2714] Saved Soup Recipe - Ogbono — \u20a637857
2025-08-03 20:51:59,789 — INFO — [\u2714] Saved Soup Recipe - Miyan Wake — \u20a617961
2025-08-03 20:52:00,899 — INFO — [\u2714] Saved Salad Mix - Coleslaw — \u20a66841
2025-08-03 20:52:01,474 — INFO — [\u2714] Saved Golden Penny Granulated Sugar (500g) — \u20a61309 - \u20a622099
2025-08-03 20:52:02,027 — INFO — [\u2714] Saved Simas Cooking Margarine (250g) — \u20a61309 - \u20a66699
2025-08-03 20:52:02,575 — INFO — [\u2714] Saved Turkey - Gizzard — \u20a63679 - \u20a666649
